nrg_bal,siec,unit,geo\time	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
FC_TRA_ROAD_E,R5220B,KTOE,DK	3.583 	0.000 	83.298 	155.847 	162.117 	168.707 	170.261 	173.465 	171.837 	170.982 	182.662 	171.719 
FC_TRA_ROAD_E,R5220B,KTOE,EA19	7062.523 	7879.829 	8326.582 	9001.835 	7770.121 	8449.742 	8289.972 	8031.292 	8671.195 	9440.938 	9647.199 	9705.140 
FC_TRA_ROAD_E,R5220B,KTOE,EE	1.665 	3.258 	0.656 	0.000 	0.000 	0.000 	0.000 	0.000 	1.511 	12.574 	20.023 	32.739 
FC_TRA_ROAD_E,R5220B,KTOE,EL	76.001 	124.606 	103.396 	103.396 	120.417 	130.964 	138.875 	146.785 	163.554 	156.723 	160.412 	136.409 
FC_TRA_ROAD_E,R5220B,KTOE,ES	932.905 	1220.861 	1515.176 	1887.611 	731.245 	776.664 	789.415 	977.822 	1131.840 	1480.198 	1466.477 	1276.823 
FC_TRA_ROAD_E,R5220B,KTOE,EU27_2020	7880.470 	8872.431 	9621.740 	10540.929 	9396.542 	10181.634 	10104.200 	9887.331 	10716.912 	11980.808 	12452.550 	12686.934 
FC_TRA_ROAD_E,R5220B,KTOE,FI	58.713 	62.590 	109.256 	102.871 	155.966 	426.232 	430.278 	108.860 	310.118 	281.465 	338.518 	301.490 
FC_TRA_ROAD_E,R5220B,KTOE,FR	2059.974 	2021.018 	2047.912 	2274.944 	2311.328 	2529.766 	2565.168 	2508.668 	2584.113 	2535.158 	2524.663 	2070.915 
FC_TRA_ROAD_E,R5220B,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220B,KTOE,HR	5.288 	2.644 	2.666 	27.556 	22.392 	13.450 	16.896 	0.000 	0.000 	26.231 	61.392 	64.646 
FC_TRA_ROAD_E,R5220B,KTOE,HU	122.707 	118.229 	104.794 	103.002 	105.689 	128.081 	132.559 	143.308 	119.124 	142.412 	156.743 	195.257 
FC_TRA_ROAD_E,R5220B,KTOE,IE	53.317 	60.147 	68.226 	56.219 	73.682 	89.613 	98.327 	85.770 	131.104 	127.033 	161.980 	155.137 
FC_TRA_ROAD_E,R5220B,KTOE,IS	0.000 	0.000 	0.000 	0.000 	2.045 	2.045 	12.267 	11.838 	13.619 	15.965 	15.463 	13.486 
FC_TRA_ROAD_E,R5220B,KTOE,IT	1051.638 	1297.315 	1286.711 	1262.850 	1178.012 	1055.173 	1141.779 	1008.336 	1028.682 	1217.077 	1245.660 	1245.077 
FC_TRA_ROAD_E,R5220B,KTOE,LT	38.000 	34.465 	35.349 	49.489 	49.489 	54.791 	56.559 	48.605 	61.596 	67.959 	63.629 	84.750 
FC_TRA_ROAD_E,R5220B,KTOE,LU	41.138 	41.269 	40.289 	46.886 	54.241 	67.318 	75.980 	80.393 	106.469 	112.656 	112.360 	128.416 
FC_TRA_ROAD_E,R5220B,KTOE,LV	1.777 	18.659 	15.105 	11.551 	11.551 	14.216 	13.328 	0.889 	0.663 	27.500 	26.297 	31.344 
FC_TRA_ROAD_E,R5220B,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220B,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220B,KTOE,MK	1.889 	0.437 	0.288 	0.226 	0.902 	0.311 	0.317 	0.072 	0.125 	0.087 	0.091 	0.060 
FC_TRA_ROAD_E,R5220B,KTOE,MT	0.000 	0.000 	0.884 	1.767 	3.764 	5.646 	5.646 	6.587 	7.368 	10.141 	10.891 	13.305 
FC_TRA_ROAD_E,R5220B,KTOE,NL	235.072 	94.559 	172.327 	187.351 	173.211 	220.049 	155.536 	118.420 	177.382 	327.835 	413.846 	299.069 
FC_TRA_ROAD_E,R5220B,KTOE,NO	92.290 	111.414 	107.209 	123.328 	117.276 	118.144 	131.071 	279.090 	463.793 	331.251 	418.996 	339.852 
FC_TRA_ROAD_E,R5220B,KTOE,PL	387.045 	486.099 	535.626 	635.598 	597.898 	563.820 	498.424 	285.445 	428.681 	738.752 	797.285 	837.131 
FC_TRA_ROAD_E,R5220B,KTOE,PT	203.258 	304.887 	287.212 	266.003 	253.630 	252.747 	299.584 	235.072 	235.761 	250.293 	260.438 	234.307 
FC_TRA_ROAD_E,R5220B,KTOE,RO	38.000 	67.163 	138.746 	83.835 	96.685 	90.532 	95.806 	164.364 	182.026 	201.684 	270.426 	339.039 
FC_TRA_ROAD_E,R5220B,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220B,KTOE,SE	121.744 	134.799 	173.351 	228.163 	323.083 	420.445 	553.009 	713.531 	756.127 	882.635 	926.761 	926.216 
FC_TRA_ROAD_E,R5220B,KTOE,SI	28.203 	41.423 	31.728 	45.830 	52.880 	36.135 	22.915 	14.101 	20.819 	65.981 	90.838 	85.246 
FC_TRA_ROAD_E,R5220B,KTOE,SK	59.826 	73.854 	77.659 	73.130 	81.255 	109.285 	120.980 	129.206 	129.903 	132.357 	137.118 	129.305 
FC_TRA_ROAD_E,R5220B,KTOE,TR	0.884 	6.186 	10.605 	67.163 	350.841 	102.513 	70.042 	60.380 	63.211 	102.835 	114.156 	48.615 
FC_TRA_ROAD_E,R5220B,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220B,KTOE,UK	825.223 	829.665 	731.064 	500.997 	605.815 	754.160 	528.534 	559.624 	542.747 	881.186 	1266.705 	: 
FC_TRA_ROAD_E,R5220B,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,AT	114.368 	78.150 	87.668 	64.149 	70.824 	172.452 	218.350 	104.192 	41.226 	70.690 	64.340 	24.862 
FC_TRA_ROAD_E,R5220P,KTOE,BA	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,DE	184.531 	245.746 	81.250 	122.139 	24.744 	1.815 	1.793 	0.896 	5.314 	3.541 	1.773 	4.554 
FC_TRA_ROAD_E,R5220P,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,EA19	300.231 	326.776 	169.673 	187.218 	96.839 	181.921 	224.231 	109.205 	63.134 	119.862 	96.738 	65.763 
FC_TRA_ROAD_E,R5220P,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	6.129 	3.061 	4.117 	14.534 	41.416 	28.777 	34.934 
FC_TRA_ROAD_E,R5220P,KTOE,EU27_2020	510.852 	551.965 	415.654 	300.968 	197.469 	358.673 	416.441 	326.283 	501.443 	488.571 	458.783 	425.144 
FC_TRA_ROAD_E,R5220P,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.237 	0.107 
FC_TRA_ROAD_E,R5220P,KTOE,HR	0.000 	0.000 	0.000 	8.110 	9.069 	16.375 	7.390 	0.853 	0.329 	0.369 	0.233 	0.161 
FC_TRA_ROAD_E,R5220P,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,IE	1.332 	2.344 	0.120 	0.085 	0.052 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,MT	0.000 	0.536 	0.635 	0.845 	1.219 	1.525 	1.027 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,PL	80.485 	211.693 	219.203 	33.367 	5.508 	8.705 	1.522 	4.303 	0.046 	0.813 	40.500 	19.385 
FC_TRA_ROAD_E,R5220P,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	2.060 	4.215 	1.848 	1.413 
FC_TRA_ROAD_E,R5220P,KTOE,RO	122.363 	1.845 	9.523 	44.423 	51.068 	34.511 	45.222 	11.501 	24.133 	4.949 	44.106 	52.585 
FC_TRA_ROAD_E,R5220P,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,SE	7.773 	11.651 	17.255 	27.850 	34.985 	117.161 	138.076 	200.421 	413.801 	362.578 	277.206 	287.250 
FC_TRA_ROAD_E,R5220P,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
FC_TRA_ROAD_E,R5220P,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,BA	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,BG	0.261 	2.952 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,DE	71.189 	44.260 	12.208 	11.541 	0.000 	2.956 	0.607 	1.602 	1.650 	0.667 	1.286 	0.683 
FC_TRA_ROAD_E,R5290,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,EA19	75.702 	48.868 	16.481 	15.939 	4.139 	7.797 	3.891 	3.880 	1.689 	0.686 	1.305 	0.705 
FC_TRA_ROAD_E,R5290,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,EU27_2020	75.963 	51.820 	16.481 	15.939 	4.139 	7.797 	3.891 	3.880 	1.689 	0.686 	1.305 	0.705 
FC_TRA_ROAD_E,R5290,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,LU	0.559 	0.364 	0.177 	0.220 	0.169 	0.126 	0.058 	0.051 	0.039 	0.019 	0.019 	0.022 
FC_TRA_ROAD_E,R5290,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,NO	1.971 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,PT	3.954 	4.244 	4.096 	4.178 	3.970 	4.715 	3.226 	2.227 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
FC_TRA_ROAD_E,R5290,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,AT	0.001 	0.002 	0.007 	0.011 	0.018 	0.548 	0.416 	0.408 	0.256 	0.367 	0.381 	0.334 
FC_TRA_ROAD_E,R5300,KTOE,BA	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.177 
FC_TRA_ROAD_E,R5300,KTOE,DE	1.123 	6.449 	7.954 	28.662 	41.488 	38.621 	29.665 	32.555 	38.287 	33.415 	56.798 	75.977 
FC_TRA_ROAD_E,R5300,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,EA19	1.148 	6.523 	8.057 	28.769 	41.626 	39.360 	30.272 	33.178 	38.901 	34.785 	63.914 	88.802 
FC_TRA_ROAD_E,R5300,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.159 	8.383 
FC_TRA_ROAD_E,R5300,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,EU27_2020	22.286 	27.661 	70.706 	98.273 	116.576 	122.908 	127.291 	132.060 	150.012 	153.253 	160.670 	178.256 
FC_TRA_ROAD_E,R5300,KTOE,FI	0.024 	0.048 	0.072 	0.072 	0.096 	0.167 	0.167 	0.191 	0.334 	0.979 	1.552 	4.084 
FC_TRA_ROAD_E,R5300,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,IS	0.382 	0.525 	1.146 	1.744 	1.696 	1.696 	1.648 	1.696 	1.803 	1.808 	1.282 	1.719 
FC_TRA_ROAD_E,R5300,KTOE,IT	0.000 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 
FC_TRA_ROAD_E,R5300,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	9.554 	9.554 	10.151 	18.824 	24.291 	19.992 
FC_TRA_ROAD_E,R5300,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,SE	21.138 	21.138 	62.649 	69.504 	74.950 	83.548 	97.019 	98.882 	111.111 	118.468 	96.756 	88.277 
FC_TRA_ROAD_E,R5300,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
FC_TRA_ROAD_E,R5300,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,TOTAL,KTOE,AL	740.795 	720.092 	744.498 	715.555 	768.103 	796.985 	793.366 	795.584 	793.879 	792.394 	795.445 	567.234 
